Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@Theoblaze16,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct So this how you are telling world, you are sharing money to Nigeria. Its a fraud, not even 20% will get that money. You people's scam is legendary in all front. God is watching you people from plasma TV. God so patient, how can a govt be so fraudulent?",2020-04-01 14:29:44,en,,1.0,1.0,@BashirAhmaad,The Tongue Of A Ready Writer,Very courageous,1343.0,478.0,1979.0,531.0,0.0,False,,
@SympLySimi,Please. Meet the people halfway. Or at least 20% of the way. It's hard to have it this hard. Please. Empathy. @MBuhari,2020-04-01 14:29:40,en,,229.0,35.0,@SympLySimi,Simi,Original Baby🎈bookme@iamsimi.com +2349097770246,152280.0,4011.0,2764.0,1913250.0,547.0,True,,
@teechop_s,"@SympLySimi @MBuhari Since last night no light here , what a country, after they have scrap off March Bill they decided to push them self not me.",2020-04-01 14:29:37,en,,0.0,0.0,@SympLySimi,Babatunde 🇳🇬🇬🇭🇬🇧,"management science,food scientist, mixologist speacialist , business consultant,TQ creativity God  first🙏.2020.. Thank you 1k active followers 💃💃",3036.0,5900.0,2627.0,1344.0,0.0,False,,
@AcyDj,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct In another news 
https://t.co/OEgNfpNyKy",2020-04-01 14:29:36,en,,0.0,0.0,@BashirAhmaad,MMBM...(money must be made),"Fresh
https://t.co/r4PIFZAmZr…",839.0,1900.0,887.0,340.0,0.0,False,,
@KJideofor,@SympLySimi @MBuhari Light is another important one. But Simi we need food the most,2020-04-01 14:29:33,en,,0.0,0.0,@SympLySimi,Maxy,Lawyer Artist Entertainer Model💯,237.0,88.0,647.0,78.0,0.0,False,,
@okestan1,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Who are the poorest Nigerians? Please clarify on this,2020-04-01 14:29:32,en,,0.0,0.0,@BashirAhmaad,Amechi OS,Am an easy going person that loves seeing people smile,414.0,243.0,50.0,10.0,0.0,False,,
@zosjos007,@BashirAhmaad @MBuhari @FMHDSD God why do you give us these set of people has our leader. Disbursing cash when you instruct people to stay indoor... If you see the video you will notice no one is there to collect the cash you only see the people that will later pocket the money,2020-04-01 14:29:28,en,,0.0,0.0,@BashirAhmaad,Josh1,Nobody die a virgin..life fuck evybody up,548.0,843.0,294.0,65.0,0.0,False,,
@paparazzyof9ja,@SympLySimi @MBuhari I hope bubu see this.,2020-04-01 14:29:24,en,,0.0,0.0,@SympLySimi,"🇳🇬 Paparazzy, Of 9ja ® 🇳🇬","Chidi Solomon I Cool Guy 😎 |Accountant 
| Blogging | #paparazzyof9ja",12522.0,9646.0,1227.0,1627.0,1.0,False,,
@fctascorecard,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Those people are not the poorest of the poor,2020-04-01 14:29:24,en,,0.0,0.0,@BashirAhmaad,the watcher,"challenge prejudice , detest misinformation,",3803.0,1901.0,649.0,193.0,0.0,False,,
@vickaycee,@SympLySimi @MBuhari Hmmm Nigeria 🇳🇬,2020-04-01 14:29:22,en,,0.0,0.0,@SympLySimi,vickings26👑,i am the righteousness of God in christ jesus a seed of Abraham am blessed and i am a blessing,547.0,491.0,58.0,23.0,1.0,False,,
@OgbeniBiodun,@Onyema_Donald @GodwinKanu7 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Why can’t the sharing start at the 6 geopolitical zone in Nigeria the same time?,2020-04-01 14:29:19,en,NG,1.0,0.0,@Onyema_Donald,Biodun,@warriors 🏀 #DubNation @ManUtd ⚽️ #MUFC RT≠Endorsement -Jollof Rice Addict-,224250.0,22706.0,4880.0,7662.0,81.0,False,,
@Ismaila_Saf,Baba @MBuhari Dodar 😂 https://t.co/DIOij1RUlq,2020-04-01 14:29:14,in,,0.0,0.0,,Ismaila Safwan,"A Passionate student of Philosophy and Logic, a Believer in the Nigerian Dream. RT's not Endorsements #TeamIslam #TeamLFC #TeamFollowback",38674.0,2094.0,750.0,912.0,12.0,False,,
@dannyswissjoe,@SympLySimi @obey_fabiyi @MBuhari @SympLySimi even u dey complain for light? Wetin me wan come do?,2020-04-01 14:29:14,en,,3.0,0.0,@SympLySimi,Yxng👑Zeus🐯,"God is my Judge| An Economist📊| Researcher📈| Relentless and Determined| Lover of Good life| Self Motivator| Heaven's Candidate.
My tweets don't define me.",2999.0,3459.0,2484.0,2345.0,0.0,False,,
@Godswill_kori,"@SympLySimi @MBuhari Union Bank
0038532660",2020-04-01 14:29:14,en,,0.0,0.0,@SympLySimi,Koriano Simeon,Never give up in life because the life has so many things to give you,114.0,196.0,461.0,59.0,0.0,False,,
@Official_Abdulm,@SympLySimi @MBuhari We are enjoying light down here  like mad..... Maybe you guys should contact your disco.....,2020-04-01 14:29:10,en,,0.0,0.0,@SympLySimi,Abdulmajid Abdulrashid,"Co-founder Loverwiseblog and Founder of Northside Digital Agency
||Strategist||Content Writer",3001.0,5070.0,1698.0,983.0,0.0,False,,
@holumidhy,@UrugbuamakaJ @SympLySimi @MBuhari Send me I will go,2020-04-01 14:29:09,en,,1.0,0.0,@UrugbuamakaJ,Olumide temitope kehinde,"Work At Destiny Aluminium,A @ManUtd Fan.",871.0,74.0,1390.0,347.0,2.0,False,,
@dymphina_ezinne,@renoomokri @MBuhari Best tweet I have seen since the outburst of this Pandemic,2020-04-01 14:29:04,en,,0.0,0.0,@renoomokri,Nwachukwu Dymphina Ezinne *AdaMaziGburuGburu*,"*Dymphina* 
A young promising girl with high intellect. Smart, Bold, Courageous, Brave and Beautiful. *FutureJournalist*.
Unapologetically Igbo. 
ProudMbanoBaby",3827.0,4834.0,1144.0,583.0,0.0,False,,
@FameKuajo,@SympLySimi @MBuhari Ask again sis,2020-04-01 14:29:04,en,,0.0,0.0,@SympLySimi,Kuajo Fame,"I am an underground highly artist, a rapper, dancer, an actor, artist, and a writer as well",49.0,44.0,91.0,5.0,0.0,False,,
@ifloxzy,@283e050d92e1451 @SympLySimi @MBuhari You buy give us?,2020-04-01 14:29:02,en,,1.0,0.0,@283e050d92e1451,True Love🥰,"Music creative |Graphic designer | IG @ifloxzy 
Taurus | Hopeless romantic | Shy sometimes | Security enthusiast| Human💞. 
view 👇🏽+ subscribe 🙏🏽",12958.0,10610.0,5414.0,4976.0,7.0,False,,
@laraakinkuolie,@renoomokri @MBuhari I wish I could give you a bear hug for this! Well done sir! May your wisdom never go down!,2020-04-01 14:28:57,en,,0.0,0.0,@renoomokri,Akinkuolie Omolara.,"Writer, Caterer, Shopper...business woman...",863.0,20.0,268.0,145.0,1.0,False,,
@OgbeniKelechi,@SympLySimi @MBuhari I taya🥺😑,2020-04-01 14:28:57,tl,,0.0,0.0,@SympLySimi,Kyle 🎸✂📸,"Kyle• Jesus Clan• Authentic God Addict• StrummerBoy🎸• PhotographyEnthusiast📸• FashionLover✂• MarketingStudent• Influencer
#©IGYO.",1667.0,11677.0,2092.0,1167.0,0.0,False,,
@Oluwanonso_fcb,@chuckD_charles @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct 😂😂😂,2020-04-01 14:28:57,und,,0.0,0.0,@chuckD_charles,Equivocator🌍,"I tweet, therefore I am || The Magic Finger || Idealist || Conservative Philosopher || Policy Maker.",59658.0,33461.0,2201.0,3304.0,21.0,False,,
@Kelechi48468509,"@SympLySimi @MBuhari The put us on lockdown here in PH.
They tell us to stay home and stay safe.
But na for heat we wan use dey stay home??
They even closed all our markets here in rivers state.
Before covid-19 go reach here,hunger go don kill us",2020-04-01 14:28:55,en,,0.0,0.0,@SympLySimi,Kelechi Victor,"I am a lover of God.
I am just the best version of myself",1.0,0.0,239.0,2.0,0.0,False,,
@JohnIjere,"@SympLySimi @MaryjaneUmeh5 @MBuhari Ask them oh
I love this girl oh",2020-04-01 14:28:54,en,,0.0,0.0,@SympLySimi,ijere John Youngkizzy,,55.0,28.0,185.0,9.0,0.0,False,,
@PogahPrecious,@peterpires321 @SympLySimi @MBuhari Fuck🤣🤣🤣🤣,2020-04-01 14:28:53,en,,0.0,0.0,@peterpires321,Edo Pikin,Audio Feminist ♥️,133.0,273.0,118.0,48.0,0.0,False,,
@Africlique_Comm,"@best_amaza Likewise, tell @MBuhari led FG that, if they cannot donate to law abiding citizens at a critical time like this, then they should help them with regular supply of electricity at no cost for just 2month.",2020-04-01 14:28:51,en,,1.0,0.0,@best_amaza,Africlique,Africlique | Sharing African Experience - http://t.co/adtHx7FBv9,232.0,597.0,571.0,53.0,0.0,False,,
@GracyPiper,@SympLySimi @MBuhari My sister pls ask them oo,2020-04-01 14:28:50,en,,0.0,0.0,@SympLySimi,Gracy piper chimdi,My worship is my weapon,2.0,7.0,52.0,4.0,0.0,False,,
@OlatunjiOlagok5,"The @FMHDSD Minister, @Sadiya_farouq has flagged-off the disbursement of N20k Conditional Cash Transfer to the most poorest Nigerians as directed by President @MBuhari. The Minister was at Kwali Central Pay Point, Kwali Area Council, Abuja, today. https://t.co/je7n7VR0Xs",2020-04-01 14:28:48,en,,0.0,0.0,,Olatunji Olagoke (Former Account Hacked),Fall Down Seven Times. Get Up Eight. Fools Multiply When Wise Men Are Silent.,4204.0,551.0,1116.0,334.0,0.0,False,,
@IZinada,@OmoIkire1 @SympLySimi @MBuhari make we dey buy fuel for gen naaah😢😥,2020-04-01 14:28:43,en,,0.0,0.0,@OmoIkire1,Iya ZiNaDa,enigmatic by choice,27.0,18.0,140.0,4.0,0.0,False,,
@nemeajayi,"Okay, this got me crying when my 5 year old daughter wrote this letter and asked her daddy to help her post it to Mr President. What can I say? @MBuhari cc: @ProfOsinbajo @atiku @DONJAZZY @Instablog_tv @YeleSowore #lettertothepresident #Nigeria #April2020 #aprilwish #April1st https://t.co/hN5YgkmWQd",2020-04-01 14:28:42,en,,2.0,1.0,,Chinemerem Ajayi 🦅,"I AM|
I am the UNIVERSES' favorite 👑|
I love inspiring people|
I love Music|
I am a humanitarian| Money Goals| 
21 November Born|
Click to visit my blog👇",3036.0,2449.0,398.0,417.0,189.0,False,,
@Oga_ba,@jaznasnbc @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct What math is this??? https://t.co/7OT52VLpuJ,2020-04-01 14:28:40,en,,0.0,0.0,@jaznasnbc,Och'idoma,...Welcome,36812.0,760.0,420.0,742.0,9.0,False,,
@Micah43906993,@SympLySimi @MBuhari The government says they are generating more than enough but that the Discos are not capable to distribute. We need to ask the Discos for their own side of the story,2020-04-01 14:28:39,en,,0.0,0.0,@SympLySimi,Micah,,29.0,15.0,46.0,5.0,0.0,False,,
@umarbaggio2,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Ask her to pay N-Sip independent monitors their February &amp; march stipend which she is holding,2020-04-01 14:28:34,en,,0.0,0.0,@BashirAhmaad,baggio,,1435.0,1209.0,1149.0,224.0,1.0,False,,
@NelsonE63657899,"@MBuhari Is the situation I found myself.
Common garri now is at the high price now.
Please just money for food stuffs am not greedy anything at all as long as it can get me something to eat I will appreciate.
0242780449
Lucky Emmanuel Amarikwa.
Wema Bank.",2020-04-01 14:28:34,en,,0.0,0.0,@MBuhari,Nelson Emmanuel,"Am a truthful and honest with anyone that cross my life.
Am simple and easy going person. and I don't look down on anybody.",16.0,1.0,62.0,2.0,0.0,False,,
@OyelayoOyetayo,@SympLySimi @MBuhari That is the prison we are calling country for you sis,2020-04-01 14:28:31,en,,0.0,0.0,@SympLySimi,Oyelayo SAMUEL OYETAYO,,1.0,0.0,38.0,0.0,0.0,False,,
@bamfayo,@BashirAhmaad @SEzekwesili @FMHDSD @Sadiya_farouq @MBuhari @HUPcct The initiative is for photo credit only.,2020-04-01 14:28:27,en,,0.0,0.0,@BashirAhmaad,Double Wallet,The Truth Is Simple But The Moment You Try to Explain It. It’s becomes Difficult !,1622.0,513.0,284.0,34.0,0.0,False,,
@NOTOSEX2020,@SympLySimi @obalichi_ @MBuhari Nepa are not in isolation that's why,2020-04-01 14:28:17,en,,0.0,0.0,@SympLySimi,kenny😎,NEWTON'S THIRD LAW,4612.0,11116.0,3424.0,2774.0,1.0,False,,
@Adebayofolake16,"@SympLySimi @MBuhari If u ask me,nah who I go ask💁🏽‍♀️",2020-04-01 14:28:13,en,,0.0,0.0,@SympLySimi,Adebayo folakemi,Been jovial,326.0,99.0,244.0,65.0,0.0,False,,
@TTope6,@SympLySimi @MBuhari This ones have been playing with light since morning. Off n ON . Silly people,2020-04-01 14:28:12,en,,0.0,0.0,@SympLySimi,T.Tope,"Actress
Face model
Presenter
Writer
 Special Effect make-up artist

I am play 😘...
I pretend for a living 💕",30.0,135.0,94.0,16.0,0.0,False,,
@UcheVic72972235,"@SympLySimi @MBuhari Them say stay at home but person get mind go NEPA office go off light
Yeye people",2020-04-01 14:28:12,en,,0.0,0.0,@SympLySimi,Uche Victor,,6.0,25.0,114.0,3.0,0.0,False,,
@mijans12,"We demen the access to sheikh Zakzaky, wife and their release amid the deadly coronavirus !
Anything should happen to him we shall hold @NigeriaGov @MBuhari @elrufai @MalamiSan @GovKaduna @Buratai_COAS @NGRSenate and all other partners in oppressing our spiritual leader respbl ! https://t.co/4aKgacI6ae",2020-04-01 14:28:09,en,,2.0,1.0,,Jameel-Sadeeq,"Activist, in defense of the oppressed regardless of whom the victims & the oppressors are.",7296.0,7062.0,782.0,932.0,4.0,False,,
@CNwanbueze,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct The money sef looks infested with COVID-19,2020-04-01 14:28:09,en,,0.0,0.0,@BashirAhmaad,PapiGreaze👑,"6'3 CEO CALEBAUTOS
Certified Business Manager.
Major CarDealer@twitter
nwanbuezecaleb@gmail.com 
WhatsApp or Call 08169802279,09026050560.#forçaBarça!#Messi",7560.0,30035.0,998.0,1266.0,2.0,False,,
@sleek_hands,@SympLySimi @MC_PATODIN @MBuhari I dey carry charger dey waka. I cannot stay at home without knowing what's going on around me! I dey 10% 😭,2020-04-01 14:28:09,en,,0.0,0.0,@SympLySimi,Dan ❄️,Town planner | Animation maker (SleekHands) | Sport fan #ManUtd | Aspiring Model,819.0,3056.0,637.0,623.0,0.0,False,,
@Chukwue83197416,@SympLySimi @MBuhari I dont know how we are to get info. If there is no light to access our means of information,2020-04-01 14:28:06,en,,0.0,0.0,@SympLySimi,Chukwuemeka Victory,always happy,25.0,29.0,85.0,5.0,0.0,False,,
@283e050d92e1451,@SympLySimi @ifloxzy @MBuhari Watin happen to una generator..?,2020-04-01 14:28:05,en,,1.0,0.0,@SympLySimi,Asu-N,Eyez on God,314.0,2580.0,331.0,115.0,0.0,False,,
@GIgbafe,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Mr Bashir Ahmaad I have so much respect for you and this gvt pls and pls to be honest with ourselves this is nonsense, what is the purpose of having BVN in NIG If our government can not disturbed this money true banks, I think is better they forget about this, cos this is 419",2020-04-01 14:28:00,en,,0.0,0.0,@BashirAhmaad,I.G.R,"It is not in not falling that matters, but rising each time one falls....#term barca fans...being ur brothers keepers, ig handle @igr.101, snpcht @igr101",1245.0,1513.0,1666.0,467.0,0.0,False,,
@ogwubuike,@nairaland I am really touched! It tells you how @MBuhari touches the heart of Nigerians. That covid-19 speech was a master stroke! Bring the people together!,2020-04-01 14:27:59,en,,0.0,0.0,@nairaland,clement ogwubuike,Impact my generation,279.0,88.0,33.0,22.0,0.0,False,,
@nanyachibor,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct You forgot to say FLASH!!,2020-04-01 14:27:59,en,,0.0,0.0,@BashirAhmaad,NaNyA💛🌸,"A realist, Sociologist,love life and humanity.ladyprenuer, I make wig and     sell the best oil perfume.
Life is like a🎲",6557.0,3190.0,191.0,246.0,0.0,False,,
@segunmichaelol2,@SympLySimi @MBuhari This is naija,2020-04-01 14:27:53,en,,0.0,0.0,@SympLySimi,segunmichaelolabode,,48.0,86.0,47.0,8.0,0.0,False,,
@sammy_wiz1,@P7pelumi @shawttynatt @adebayopeterO2 @chuksmarcello @jahsaint1 @capt_pashenko @Jetionz @MBuhari @__Mbah @DamilolaLizz @theomarsterling ehn do it,2020-04-01 14:27:46,en,,2.0,0.0,@P7pelumi,Dean Of Tweeps Affairs,"only n*gga in first class...
Computer Engineer... Food Engineer... Cartoonist.... upcoming programmer..

team follow4follow👌👌...#OmoLadoke",3709.0,10422.0,1798.0,1544.0,0.0,False,,
@Priscy_Fav,"@SympLySimi @MBuhari Even the money they have been donating we haven't seen anything they use the funds to buy. No free face mask, no free hand sanitizer and yet no adequate facilities . Sneh",2020-04-01 14:27:45,en,,0.0,0.0,@SympLySimi,Priscy,"Her mother’s daughter 😋 Basking in God’s love.. Simple, Sweet and easygoing 🥂 Virgo Baby♍️ and model  feel free to follow my handle I follow back ASAP ✌🏻",32.0,18.0,106.0,14.0,0.0,False,,
@MercuryEmmanuel,@renoomokri @MBuhari Help me 3010860502 Madu Mathew Nnaemeka Polaris bank,2020-04-01 14:27:42,et,,0.0,0.0,@renoomokri,Emmanuel Mercury,"An Electrician. Teacher. director at Clue cluster..
youth Christian organization!",36.0,23.0,26.0,1.0,0.0,False,,
@_OfficalDrey,@SympLySimi @MBuhari Them dea cut light for my area like this,2020-04-01 14:27:36,en,,0.0,0.0,@SympLySimi,ProtectedByGod,God First👑 | Banker (in view)  | Dream Chaser🚀|Never  Give Up|,593.0,4450.0,118.0,121.0,0.0,False,,
@OfficiaLastborn,@SympLySimi @MBuhari We don’t have light for weeks now running generator but now no raba cos of the stay at home 🤦🏼‍♂️,2020-04-01 14:27:36,en,,0.0,0.0,@SympLySimi,Lastbornofficial,There's No Success Without Struggle,372.0,1387.0,310.0,54.0,0.0,False,,
@MUzogood,@Laurestar @MBuhari I will blame myself if my father died because of funds to take care of him,2020-04-01 14:27:36,en,,0.0,0.0,@Laurestar,Mc Uzogud,Listen to the voice,48.0,31.0,46.0,0.0,0.0,False,,
@UmohHannah1,"@SympLySimi @MBuhari Babe,Have u forgotten that this is Nigeria not Ghana",2020-04-01 14:27:34,en,,0.0,0.0,@SympLySimi,Umoh Hannah,,12.0,15.0,139.0,4.0,0.0,False,,
@hero2002,@SympLySimi @MBuhari Our leaders have all failed us....SMH,2020-04-01 14:27:31,en,,0.0,0.0,@SympLySimi,My Hero,"Experience World Bank/SIFMIS Project Consultant.  Certified SAP FI,FM and Business Development Consultant.",885.0,74.0,432.0,76.0,0.0,False,,
@AdoGitik,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Say the truth https://t.co/Umgcy6hmHU,2020-04-01 14:27:28,en,,0.0,0.0,@BashirAhmaad,Ado bashiru,,178.0,941.0,147.0,35.0,0.0,False,,
@RealIJK,"@Chrisbamidele If the facts he tweeted against MBuhari weren’t right, Nigerians would’ve treated him just the way the Malaysians are doing.  You ever see how Nigerians go at tweet war with other nations over petty issues on these streets; even on IG? They can maintain same energy with the Imam.",2020-04-01 14:27:28,en,,0.0,0.0,@Chrisbamidele,NwaChinemere,"MAKE EACH DAY COUNT | ONWARDS AND UPWARDS... | ISAIAH 65-23,24(NLT)",24087.0,37074.0,1397.0,1374.0,8.0,False,,
@Adebayo47717132,@SympLySimi @MBuhari We no have government at all,2020-04-01 14:27:27,en,,0.0,0.0,@SympLySimi,Adebayo Adewale,,8.0,2.0,52.0,1.0,0.0,False,,
@baloh_90,@SympLySimi @MBuhari Do u beg AG to come give u d kpa-kpa again?,2020-04-01 14:27:26,en,,0.0,0.0,@SympLySimi,baloh,"An Educationalist, A clearing and forwarding agent.. God fearing and always fun to be with ..",18.0,51.0,174.0,9.0,0.0,False,,
@BENJAMINNWOKOL3,@SympLySimi @MBuhari Follow for follow,2020-04-01 14:27:21,en,,0.0,0.0,@SympLySimi,jisterblog,"JOS TO THE WORLD.
fastest Twitter blog!",30.0,34.0,30.0,23.0,0.0,False,,
@GuduKenneth,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct The people in charge of disbursing the funds should be moving from one house to another since the federal government has already directed the citizens to stay at home.,2020-04-01 14:27:21,en,,0.0,0.0,@BashirAhmaad,Gudu Kenneth,Accountant,32.0,1506.0,187.0,148.0,0.0,False,,
@Preshlaskivibes,@SympLySimi @MBuhari There is light.. Nah your side no get light,2020-04-01 14:27:18,en,,0.0,0.0,@SympLySimi,😲One More Word😲,Like i know you??,1284.0,3646.0,350.0,146.0,1.0,False,,
@OguntadeRotimi,@SympLySimi @MBuhari Help me madam Simi hungry want to my family tell me what to do help help,2020-04-01 14:27:17,en,,0.0,0.0,@SympLySimi,Oguntade Olanipekun Rotimi,am very humble and easy going guy and am willing to make. friend with.,13.0,45.0,174.0,2.0,0.0,False,,
